student_id,entrance_rank,category,preferred_branch,preferred_state,annual_budget_lakhs,hostel_needed,college_id,college_name,tier,branch_id,branch_code,closing_rank,tuition_fee,avg_placement_lpa,admitted
4518,4999,General,CHE,Delhi,2.69,0,95,Zenith Chandigarh College of Engineering,Tier 3,8,CHE,12513,2.22,8.46,1
4519,22378,General,CSE,Uttarakhand,2.3,0,18,College of Engineering Pune,Tier 2,1,CSE,2977,1.45,13.2,0
4520,2188,General,IT,Maharashtra,5.24,1,21,VIT Vellore,Tier 2,4,IT,3423,2.45,9.8,1
4521,7440,SC,CE,Madhya Pradesh,4.11,1,74,Summit Jaipur College of Engineering,Tier 3,7,CE,38561,2.84,5.84,1
4522,29259,OBC,CE,Uttarakhand,2.44,1,46,National Bhubaneswar College of Engineering,Tier 2,7,CE,4255,4.22,8.45,0
4523,20288,General,CHE,West Bengal,3.22,0,1,IIT Bombay,Tier 1,8,CHE,255,2.5,24.5,0
4524,17817,General,AERO,Madhya Pradesh,1.53,0,88,Vanguard Noida Institute of Technology,Tier 3,9,AERO,15331,2.86,7.53,0
4525,3596,SC,CSE,Maharashtra,2.56,0,41,Summit Hyderabad Institute of Technology,Tier 3,1,CSE,54689,2.95,4.93,1
4526,6629,OBC,AERO,Rajasthan,1.99,1,122,Apex Pune College of Engineering,Tier 3,9,AERO,25103,3.05,7.66,1
4527,11242,OBC,IT,Uttar Pradesh,5.89,0,76,National Lucknow Polytechnic & Tech Campus,Tier 3,4,IT,29287,2.01,7.91,1
4528,15620,SC,EEE,Gujarat,3.11,1,7,IIT Guwahati,Tier 1,5,EEE,947,2.2,19.5,0
4529,7142,ST,CSE,Uttarakhand,1.53,0,99,Zenith Lucknow University of Engineering,Tier 3,1,CSE,77209,2.78,8.27,1
4530,1730,OBC,ME,West Bengal,3.85,1,50,Apex Chennai Polytechnic & Tech Campus,Tier 3,6,ME,22720,3.19,5.16,1
4531,7975,General,ME,Tamil Nadu,1.76,1,48,National Lucknow Institute of Technology,Tier 2,6,ME,2373,3.18,8.49,0
4532,724,SC,CE,Uttar Pradesh,3.19,0,70,Apex Chennai Institute of Technology,Tier 2,7,CE,7698,3.45,7.79,1
4533,19382,General,ECE,Odisha,1.73,1,8,BITS Pilani,Tier 1,3,ECE,322,5.5,22.0,0
4534,17035,OBC,BIOTECH,Uttar Pradesh,1.79,1,134,Vanguard Bhubaneswar College of Engineering,Tier 3,10,BIOTECH,22238,1.73,6.31,1
4535,13641,OBC,EEE,Uttar Pradesh,2.27,0,47,Zenith Chandigarh Polytechnic & Tech Campus,Tier 3,5,EEE,23060,3.06,4.89,1
4536,9781,General,ME,Kerala,4.89,0,79,Horizon Ahmedabad Polytechnic & Tech Campus,Tier 3,6,ME,12807,3.22,8.3,1
4537,17703,OBC,BIOTECH,Rajasthan,5.15,1,115,Apex Chandigarh College of Engineering,Tier 3,10,BIOTECH,22660,3.2,5.46,1
4538,10403,SC,CE,Delhi,2.28,1,79,Horizon Ahmedabad Polytechnic & Tech Campus,Tier 3,7,CE,35440,3.22,8.3,1
4539,6897,General,BIOTECH,Maharashtra,5.24,1,20,PSG College of Technology,Tier 2,10,BIOTECH,2439,1.65,12.5,0
4540,13863,General,ME,Punjab,1.44,1,128,National Bengaluru University of Engineering,Tier 3,6,ME,11965,3.01,7.82,0
4541,3794,General,ME,West Bengal,3.4,1,131,Global Indore Institute of Technology,Tier 3,6,ME,12426,3.37,7.63,0
4542,16529,General,CSE,Karnataka,4.05,1,92,Apex Ahmedabad University of Engineering,Tier 2,1,CSE,3245,2.75,7.72,0
4543,17947,General,AI_DS,Uttarakhand,2.71,1,75,Apex Kochi College of Engineering,Tier 2,2,AI_DS,2664,3.16,7.75,0
4544,13077,General,BIOTECH,Tamil Nadu,5.61,0,24,Thapar Institute of Engg & Tech,Tier 2,10,BIOTECH,2453,4.2,12.0,0
4545,13546,OBC,CHE,Assam,4.12,0,106,Metropolitan Chennai Polytechnic & Tech Campus,Tier 2,8,CHE,4982,2.81,8.67,0
4546,21728,General,CHE,Telangana,1.85,1,130,National Hyderabad University of Engineering,Tier 3,8,CHE,12255,1.24,5.01,0
4547,36781,General,CE,West Bengal,2.46,0,92,Apex Ahmedabad University of Engineering,Tier 2,7,CE,2139,2.75,7.72,0
4548,6091,General,IT,Rajasthan,1.16,1,6,IIT Roorkee,Tier 1,4,IT,319,2.25,20.0,0
4549,14211,General,BIOTECH,Odisha,5.72,0,91,Horizon Hyderabad College of Engineering,Tier 3,10,BIOTECH,10885,2.56,6.89,0
4550,3507,General,EEE,Odisha,3.04,1,25,Jadavpur University,Tier 2,5,EEE,2975,0.25,15.8,0
4551,11375,SC,AERO,West Bengal,5.72,1,74,Summit Jaipur College of Engineering,Tier 3,9,AERO,46809,2.84,5.84,1
4552,6865,General,CHE,Telangana,4.31,0,106,Metropolitan Chennai Polytechnic & Tech Campus,Tier 2,8,CHE,2382,2.81,8.67,0
4553,4896,OBC,BIOTECH,Punjab,3.02,1,1,IIT Bombay,Tier 1,10,BIOTECH,395,2.5,24.5,0
4554,14740,EWS,IT,Telangana,3.53,1,74,Summit Jaipur College of Engineering,Tier 3,4,IT,24715,2.84,5.84,1
4555,3308,General,CE,Delhi,1.09,1,83,Zenith Pune College of Engineering,Tier 2,7,CE,2281,3.1,10.72,0
4556,12634,SC,BIOTECH,Odisha,5.46,1,6,IIT Roorkee,Tier 1,10,BIOTECH,889,2.25,20.0,0
4557,11833,General,CSE,Rajasthan,1.73,0,128,National Bengaluru University of Engineering,Tier 3,1,CSE,15057,3.01,7.82,0
4558,2195,General,ECE,Madhya Pradesh,5.86,1,109,Global Ahmedabad Polytechnic & Tech Campus,Tier 3,3,ECE,16492,3.2,5.46,1
4559,13393,OBC,IT,Rajasthan,5.57,0,60,Global Bengaluru College of Engineering,Tier 3,4,IT,28766,2.01,8.0,1
4560,3175,OBC,BIOTECH,Maharashtra,1.97,1,98,Horizon Chandigarh Polytechnic & Tech Campus,Tier 2,10,BIOTECH,4166,3.8,10.81,1
4561,17177,General,EEE,Uttar Pradesh,3.48,1,125,Summit Kochi University of Engineering,Tier 3,5,EEE,12852,2.87,7.12,0
4562,5458,EWS,IT,Punjab,4.85,1,95,Zenith Chandigarh College of Engineering,Tier 3,4,IT,23227,2.22,8.46,1
4563,678,General,CSE,Telangana,4.55,0,27,MS Ramaiah Institute of Technology,Tier 2,1,CSE,2972,3.1,11.2,1
4564,1680,SC,AI_DS,Tamil Nadu,1.94,1,109,Global Ahmedabad Polytechnic & Tech Campus,Tier 3,2,AI_DS,50118,3.2,5.46,1
4565,28558,General,EEE,Telangana,5.79,0,88,Vanguard Noida Institute of Technology,Tier 3,5,EEE,13243,2.86,7.53,0
4566,21865,OBC,AERO,Uttar Pradesh,3.56,0,111,Metropolitan Ahmedabad Polytechnic & Tech Campus,Tier 2,9,AERO,4852,3.41,9.14,0
4567,13919,EWS,ME,West Bengal,1.39,1,103,National Jaipur Polytechnic & Tech Campus,Tier 2,6,ME,3270,3.15,9.12,0
4568,22439,General,CSE,Kerala,5.04,0,50,Apex Chennai Polytechnic & Tech Campus,Tier 3,1,CSE,14268,3.19,5.16,0
4569,7647,General,ECE,Punjab,4.96,1,33,Imperial Hyderabad University of Engineering,Tier 3,3,ECE,15556,3.4,4.87,1
4570,14220,OBC,EEE,Odisha,1.68,0,133,Pioneer Hyderabad University of Engineering,Tier 3,5,EEE,23185,2.42,6.92,1
4571,14872,OBC,BIOTECH,Rajasthan,5.28,0,107,Horizon Indore Polytechnic & Tech Campus,Tier 3,10,BIOTECH,21746,3.32,8.02,1
4572,11864,SC,BIOTECH,Madhya Pradesh,5.31,1,98,Horizon Chandigarh Polytechnic & Tech Campus,Tier 2,10,BIOTECH,7680,3.8,10.81,0
4573,26250,SC,ME,Odisha,1.63,1,15,IIIT Allahabad,Tier 1,6,ME,876,2.1,20.5,0
4574,16434,SC,ME,Rajasthan,4.53,0,65,Imperial Ahmedabad Institute of Technology,Tier 3,6,ME,40963,1.64,6.24,1
4575,9932,OBC,EEE,Assam,2.71,1,58,Pioneer Kochi Institute of Technology,Tier 2,5,EEE,4765,2.76,8.15,0
4576,9021,General,EEE,Maharashtra,1.51,1,130,National Hyderabad University of Engineering,Tier 3,5,EEE,13460,1.24,5.01,1
4577,6405,OBC,CE,Karnataka,2.86,1,105,Summit Noida Polytechnic & Tech Campus,Tier 2,7,CE,3729,3.76,10.34,0
4578,19389,OBC,AERO,Karnataka,1.7,0,27,MS Ramaiah Institute of Technology,Tier 2,9,AERO,5598,3.1,11.2,0
4579,23377,OBC,ECE,Punjab,4.63,1,91,Horizon Hyderabad College of Engineering,Tier 3,3,ECE,30066,2.56,6.89,1
4580,8865,General,CHE,Punjab,1.66,1,22,SRM Institute of Science and Technology,Tier 2,8,CHE,2404,2.6,8.5,0
4581,6416,EWS,IT,Rajasthan,1.74,0,23,Manipal Institute of Technology,Tier 2,4,IT,4474,3.85,11.5,0
4582,10062,OBC,CHE,Maharashtra,3.28,1,14,MNNIT Allahabad,Tier 1,8,CHE,485,1.78,15.2,0
4583,7325,General,IT,Odisha,2.68,0,25,Jadavpur University,Tier 2,4,IT,3168,0.25,15.8,0
4584,6831,General,EEE,Gujarat,5.03,1,29,SSN College of Engineering,Tier 2,5,EEE,2830,1.8,10.5,0
4585,19215,OBC,CHE,Gujarat,2.92,1,92,Apex Ahmedabad University of Engineering,Tier 2,8,CHE,4501,2.75,7.72,0
4586,17056,General,AERO,Rajasthan,4.25,0,61,Apex Chennai College of Engineering,Tier 3,9,AERO,14410,2.89,8.22,0
4587,25066,General,CE,Uttarakhand,1.86,0,76,National Lucknow Polytechnic & Tech Campus,Tier 3,7,CE,11867,2.01,7.91,0
4588,2560,General,IT,Telangana,4.22,1,11,NIT Surathkal,Tier 1,4,IT,347,1.85,16.8,0
4589,6713,General,EEE,Karnataka,2.66,0,99,Zenith Lucknow University of Engineering,Tier 3,5,EEE,12626,2.78,8.27,1
4590,2235,SC,AI_DS,Tamil Nadu,3.81,1,113,National Jaipur Institute of Technology,Tier 3,2,AI_DS,48850,3.32,7.49,1
4591,3273,OBC,ME,Karnataka,5.41,0,96,Metropolitan Lucknow College of Engineering,Tier 3,6,ME,21092,1.39,6.71,1
4592,25077,General,IT,Uttarakhand,4.43,0,6,IIT Roorkee,Tier 1,4,IT,319,2.25,20.0,0
4593,26325,General,CE,Delhi,1.54,1,68,Pioneer Chandigarh Polytechnic & Tech Campus,Tier 2,7,CE,2364,2.92,9.93,0
4594,8573,SC,CE,Gujarat,4.96,0,41,Summit Hyderabad Institute of Technology,Tier 3,7,CE,37040,2.95,4.93,1
4595,44746,SC,CSE,Rajasthan,2.19,1,48,National Lucknow Institute of Technology,Tier 2,1,CSE,11426,3.18,8.49,0
4596,4121,SC,ME,Gujarat,4.19,1,80,Vanguard Lucknow Institute of Technology,Tier 3,6,ME,39922,1.36,4.66,1
4597,15393,OBC,CE,Punjab,1.36,1,31,Metropolitan Bhubaneswar Institute of Technology,Tier 3,7,CE,18791,1.52,7.46,0
4598,3912,General,AERO,Maharashtra,2.59,1,17,BMS College of Engineering,Tier 2,9,AERO,2705,2.9,12.8,0
4599,42130,General,EEE,Karnataka,1.78,0,126,National Noida University of Engineering,Tier 3,5,EEE,13950,3.39,4.9,0
4600,12628,SC,EEE,West Bengal,3.76,0,27,MS Ramaiah Institute of Technology,Tier 2,5,EEE,9865,3.1,11.2,0
4601,13110,EWS,CE,Uttarakhand,1.83,1,17,BMS College of Engineering,Tier 2,7,CE,2848,2.9,12.8,0
4602,2650,SC,ECE,Rajasthan,3.77,1,19,Veermata Jijabai Technological Institute,Tier 2,3,ECE,11226,1.4,14.0,1
4603,54184,ST,EEE,Tamil Nadu,4.01,0,117,Imperial Noida University of Engineering,Tier 3,5,EEE,71841,1.66,6.43,1
4604,8217,General,CE,Rajasthan,3.17,0,109,Global Ahmedabad Polytechnic & Tech Campus,Tier 3,7,CE,10204,3.2,5.46,1
4605,36478,General,ECE,Assam,3.8,1,122,Apex Pune College of Engineering,Tier 3,3,ECE,16636,3.05,7.66,0
4606,14009,OBC,ECE,West Bengal,3.14,1,45,Global Kochi Polytechnic & Tech Campus,Tier 3,3,ECE,29423,1.72,6.85,1
4607,4069,General,AI_DS,Assam,5.86,1,58,Pioneer Kochi Institute of Technology,Tier 2,2,AI_DS,2637,2.76,8.15,0
4608,4406,OBC,AI_DS,Delhi,4.85,1,106,Metropolitan Chennai Polytechnic & Tech Campus,Tier 2,2,AI_DS,5079,2.81,8.67,1
4609,11835,General,IT,Uttarakhand,5.27,0,120,National Bhubaneswar University of Engineering,Tier 3,4,IT,17490,2.04,8.14,1
4610,5237,General,BIOTECH,Rajasthan,5.93,0,45,Global Kochi Polytechnic & Tech Campus,Tier 3,10,BIOTECH,12537,1.72,6.85,1
4611,13849,EWS,AERO,Madhya Pradesh,2.16,0,43,Horizon Noida Institute of Technology,Tier 3,9,AERO,19415,3.38,6.44,1
4612,395,General,AERO,Delhi,1.58,0,91,Horizon Hyderabad College of Engineering,Tier 3,9,AERO,15546,2.56,6.89,1
4613,4890,OBC,BIOTECH,Uttar Pradesh,1.52,1,49,Summit Noida College of Engineering,Tier 2,10,BIOTECH,4260,4.22,7.7,0
4614,6298,OBC,IT,Karnataka,3.86,1,112,Global Noida Polytechnic & Tech Campus,Tier 2,4,IT,5945,4.2,9.02,1
4615,11704,OBC,IT,Telangana,5.6,1,74,Summit Jaipur College of Engineering,Tier 3,4,IT,30077,2.84,5.84,1
4616,1552,General,IT,Rajasthan,1.86,0,40,Summit Chandigarh University of Engineering,Tier 2,4,IT,3521,2.73,10.5,1
4617,2558,General,ECE,Punjab,5.7,0,31,Metropolitan Bhubaneswar Institute of Technology,Tier 3,3,ECE,15229,1.52,7.46,1
4618,6610,General,CSE,Rajasthan,4.22,0,43,Horizon Noida Institute of Technology,Tier 3,1,CSE,16030,3.38,6.44,1
4619,18451,General,IT,Punjab,2.8,0,6,IIT Roorkee,Tier 1,4,IT,319,2.25,20.0,0
4620,5467,General,AI_DS,West Bengal,1.51,1,37,National Ahmedabad College of Engineering,Tier 2,2,AI_DS,3079,3.3,11.15,0
4621,14748,General,BIOTECH,Rajasthan,5.71,1,16,RV College of Engineering,Tier 2,10,BIOTECH,2452,3.2,15.5,0
4622,40610,General,CE,Assam,3.44,0,99,Zenith Lucknow University of Engineering,Tier 3,7,CE,10715,2.78,8.27,0
4623,7449,OBC,CE,Telangana,4.23,1,106,Metropolitan Chennai Polytechnic & Tech Campus,Tier 2,7,CE,3761,2.81,8.67,0
4624,6964,OBC,CHE,West Bengal,1.56,1,103,National Jaipur Polytechnic & Tech Campus,Tier 2,8,CHE,4634,3.15,9.12,0
4625,7936,General,CHE,Odisha,5.82,1,135,Pioneer Bhubaneswar University of Engineering,Tier 3,8,CHE,13560,2.29,4.84,1
4626,11253,SC,CSE,West Bengal,2.59,0,55,Vanguard Chennai University of Engineering,Tier 3,1,CSE,52255,3.23,5.98,1
4627,8229,OBC,EEE,Rajasthan,2.63,1,89,Metropolitan Bengaluru University of Engineering,Tier 3,5,EEE,25463,1.76,5.98,1
4628,6693,OBC,AERO,Tamil Nadu,2.01,1,14,MNNIT Allahabad,Tier 1,9,AERO,550,1.78,15.2,0
4629,2940,General,BIOTECH,West Bengal,3.31,1,128,National Bengaluru University of Engineering,Tier 3,10,BIOTECH,11887,3.01,7.82,1
4630,2807,OBC,BIOTECH,Karnataka,2.29,0,66,Horizon Lucknow University of Engineering,Tier 3,10,BIOTECH,19769,2.73,5.76,1
4631,26528,General,AERO,Rajasthan,1.19,0,99,Zenith Lucknow University of Engineering,Tier 3,9,AERO,15356,2.78,8.27,0
4632,1494,OBC,AI_DS,Gujarat,4.48,1,31,Metropolitan Bhubaneswar Institute of Technology,Tier 3,2,AI_DS,28116,1.52,7.46,1
4633,8025,General,AI_DS,Uttar Pradesh,5.86,1,4,IIT Kharagpur,Tier 1,2,AI_DS,272,2.35,21.5,0
4634,13558,General,CE,Maharashtra,2.0,0,93,Metropolitan Indore Institute of Technology,Tier 3,7,CE,10818,2.21,4.71,0
4635,12986,OBC,ECE,Uttarakhand,5.92,1,84,Imperial Jaipur University of Engineering,Tier 2,3,ECE,5600,3.18,10.79,0
4636,14746,EWS,IT,Rajasthan,3.5,1,95,Zenith Chandigarh College of Engineering,Tier 3,4,IT,23227,2.22,8.46,1
4637,23973,EWS,AERO,Odisha,1.88,0,32,Horizon Pune College of Engineering,Tier 2,9,AERO,3864,3.93,9.18,0
4638,15438,OBC,CHE,Madhya Pradesh,4.9,0,15,IIIT Allahabad,Tier 1,8,CHE,489,2.1,20.5,0
4639,1031,General,IT,Assam,4.08,1,38,Imperial Indore Polytechnic & Tech Campus,Tier 3,4,IT,16095,1.77,5.55,1
4640,1824,SC,BIOTECH,Gujarat,1.17,0,18,College of Engineering Pune,Tier 2,10,BIOTECH,8952,1.45,13.2,1
4641,3919,EWS,BIOTECH,Telangana,1.19,1,32,Horizon Pune College of Engineering,Tier 2,10,BIOTECH,3254,3.93,9.18,0
4642,18373,OBC,CHE,Telangana,2.06,0,18,College of Engineering Pune,Tier 2,8,CHE,4401,1.45,13.2,0
4643,48561,General,CE,Kerala,4.2,0,37,National Ahmedabad College of Engineering,Tier 2,7,CE,2257,3.3,11.15,0
4644,30622,OBC,AERO,Maharashtra,3.48,0,15,IIIT Allahabad,Tier 1,9,AERO,570,2.1,20.5,0
4645,10658,OBC,ME,Telangana,4.15,1,28,PES University,Tier 2,6,ME,4444,4.5,11.8,0
4646,2673,General,CHE,Punjab,5.82,1,60,Global Bengaluru College of Engineering,Tier 3,8,CHE,11944,2.01,8.0,1
4647,24866,General,CE,Uttarakhand,5.69,1,134,Vanguard Bhubaneswar College of Engineering,Tier 3,7,CE,11827,1.73,6.31,0
4648,27338,OBC,BIOTECH,Tamil Nadu,1.61,1,18,College of Engineering Pune,Tier 2,10,BIOTECH,4078,1.45,13.2,0
4649,31259,General,EEE,Maharashtra,4.14,1,19,Veermata Jijabai Technological Institute,Tier 2,5,EEE,2835,1.4,14.0,0
4650,18793,SC,AERO,Punjab,5.02,1,2,IIT Delhi,Tier 1,9,AERO,1071,2.45,25.0,0
4651,33128,General,ECE,Tamil Nadu,4.96,1,1,IIT Bombay,Tier 1,3,ECE,303,2.5,24.5,0
4652,5457,ST,ME,Tamil Nadu,4.4,0,102,Summit Pune University of Engineering,Tier 3,6,ME,56853,2.74,5.82,1
4653,2832,EWS,CSE,Assam,5.1,0,81,Apex Chandigarh College of Engineering,Tier 3,1,CSE,20624,1.46,6.36,1
4654,1922,OBC,EEE,Kerala,5.05,0,96,Metropolitan Lucknow College of Engineering,Tier 3,5,EEE,26657,1.39,6.71,1
4655,6308,SC,IT,Punjab,1.89,0,88,Vanguard Noida Institute of Technology,Tier 3,4,IT,60864,2.86,7.53,1
4656,9696,General,AERO,Karnataka,4.06,1,116,Summit Noida University of Engineering,Tier 2,9,AERO,3077,3.43,9.69,0
4657,11020,General,ECE,Uttar Pradesh,2.16,1,26,College of Engg Guindy,Tier 2,3,ECE,2841,0.35,12.0,0
4658,29120,EWS,AERO,Kerala,5.13,0,118,Pioneer Lucknow Institute of Technology,Tier 3,9,AERO,19286,2.5,7.48,0
4659,1121,General,CE,Tamil Nadu,4.88,1,106,Metropolitan Chennai Polytechnic & Tech Campus,Tier 2,7,CE,2047,2.81,8.67,1
4660,7105,General,AERO,Kerala,1.84,1,7,IIT Guwahati,Tier 1,9,AERO,317,2.2,19.5,0
4661,7324,General,ECE,Kerala,5.53,0,110,Summit Ahmedabad Polytechnic & Tech Campus,Tier 3,3,ECE,15791,3.02,5.11,1
4662,9725,OBC,CHE,Maharashtra,4.96,0,6,IIT Roorkee,Tier 1,8,CHE,434,2.25,20.0,0
4663,3995,ST,IT,Delhi,5.18,0,66,Horizon Lucknow University of Engineering,Tier 3,4,IT,82080,2.73,5.76,1
4664,35392,OBC,CE,Rajasthan,5.9,0,114,Summit Pune College of Engineering,Tier 3,7,CE,19052,1.31,5.67,0
4665,21589,SC,ME,Madhya Pradesh,3.64,0,57,Zenith Noida College of Engineering,Tier 3,6,ME,41778,2.66,6.45,1
4666,44930,General,BIOTECH,Karnataka,2.52,0,92,Apex Ahmedabad University of Engineering,Tier 2,10,BIOTECH,2364,2.75,7.72,0
4667,1642,General,EEE,Rajasthan,5.84,0,42,Apex Chennai University of Engineering,Tier 3,5,EEE,12823,2.99,4.5,1
4668,1565,EWS,AI_DS,West Bengal,3.49,0,118,Pioneer Lucknow Institute of Technology,Tier 3,2,AI_DS,20728,2.5,7.48,1
4669,4004,General,IT,Uttarakhand,3.62,0,124,Summit Pune University of Engineering,Tier 3,4,IT,16848,1.3,8.48,1
4670,10812,SC,CHE,Karnataka,4.26,1,117,Imperial Noida University of Engineering,Tier 3,8,CHE,46620,1.66,6.43,1
4671,4862,ST,CHE,Gujarat,1.46,0,85,Apex Indore Polytechnic & Tech Campus,Tier 3,8,CHE,64616,3.42,7.73,1
4672,19932,SC,CSE,Kerala,2.31,0,63,Horizon Chennai Institute of Technology,Tier 3,1,CSE,52202,1.84,7.59,1
4673,2212,SC,CSE,Madhya Pradesh,2.13,0,119,Horizon Noida University of Engineering,Tier 3,1,CSE,55410,2.63,7.38,1
4674,2072,OBC,CE,Odisha,5.93,0,126,National Noida University of Engineering,Tier 3,7,CE,19298,3.39,4.9,1
4675,6920,General,CSE,Assam,3.93,1,104,Summit Jaipur Polytechnic & Tech Campus,Tier 2,1,CSE,3283,3.22,10.0,0
4676,12088,ST,AI_DS,Kerala,4.19,0,58,Pioneer Kochi Institute of Technology,Tier 2,2,AI_DS,15351,2.76,8.15,1
4677,43591,SC,CE,Telangana,2.28,0,10,NIT Trichy,Tier 1,7,CE,722,1.8,17.5,0
4678,1845,General,EEE,Delhi,2.27,1,37,National Ahmedabad College of Engineering,Tier 2,5,EEE,2871,3.3,11.15,1
4679,19437,General,CE,Punjab,4.52,1,63,Horizon Chennai Institute of Technology,Tier 3,7,CE,10443,1.84,7.59,0
4680,2906,OBC,BIOTECH,Uttar Pradesh,5.62,1,39,Apex Chennai Polytechnic & Tech Campus,Tier 2,10,BIOTECH,4285,4.22,8.14,1
4681,900,General,EEE,Uttarakhand,4.53,1,71,Imperial Lucknow Polytechnic & Tech Campus,Tier 3,5,EEE,14394,2.71,7.5,1
4682,21352,EWS,ME,Karnataka,4.12,1,15,IIIT Allahabad,Tier 1,6,ME,307,2.1,20.5,0
4683,7124,OBC,IT,Uttarakhand,3.15,1,13,MNIT Jaipur,Tier 1,4,IT,563,1.7,14.0,0
4684,1975,General,ME,Kerala,5.68,1,93,Metropolitan Indore Institute of Technology,Tier 3,6,ME,12679,2.21,4.71,1
4685,7551,ST,IT,West Bengal,3.27,0,127,National Ahmedabad Polytechnic & Tech Campus,Tier 3,4,IT,88920,1.48,6.32,1
4686,1770,SC,AERO,Madhya Pradesh,3.75,1,71,Imperial Lucknow Polytechnic & Tech Campus,Tier 3,9,AERO,52853,2.71,7.5,1
4687,6626,General,AERO,Uttarakhand,5.35,1,92,Apex Ahmedabad University of Engineering,Tier 2,9,AERO,3085,2.75,7.72,0
4688,1996,General,AERO,Madhya Pradesh,5.17,1,11,NIT Surathkal,Tier 1,9,AERO,266,1.85,16.8,0
4689,4375,General,ECE,Kerala,1.14,1,130,National Hyderabad University of Engineering,Tier 3,3,ECE,15752,1.24,5.01,1
4690,25245,General,AI_DS,West Bengal,1.92,0,62,Apex Noida Institute of Technology,Tier 3,2,AI_DS,13259,3.17,7.77,0
4691,2997,General,IT,Uttarakhand,1.43,0,126,National Noida University of Engineering,Tier 3,4,IT,15508,3.39,4.9,1
4692,13651,General,EEE,Tamil Nadu,2.15,1,89,Metropolitan Bengaluru University of Engineering,Tier 3,5,EEE,12604,1.76,5.98,0
4693,4150,General,ECE,Kerala,2.11,1,71,Imperial Lucknow Polytechnic & Tech Campus,Tier 3,3,ECE,16589,2.71,7.5,1
4694,10907,OBC,EEE,Rajasthan,3.83,1,116,Summit Noida University of Engineering,Tier 2,5,EEE,5024,3.43,9.69,0
4695,14903,OBC,CSE,Kerala,4.62,0,48,National Lucknow Institute of Technology,Tier 2,1,CSE,5452,3.18,8.49,0
4696,60718,General,AI_DS,Punjab,3.41,0,95,Zenith Chandigarh College of Engineering,Tier 3,2,AI_DS,13255,2.22,8.46,0
4697,1371,OBC,ECE,Telangana,1.96,0,116,Summit Noida University of Engineering,Tier 2,3,ECE,5592,3.43,9.69,1
4698,9614,EWS,CE,West Bengal,2.87,0,79,Horizon Ahmedabad Polytechnic & Tech Campus,Tier 3,7,CE,14858,3.22,8.3,1
4699,811,OBC,EEE,Assam,5.5,1,70,Apex Chennai Institute of Technology,Tier 2,5,EEE,4991,3.45,7.79,1
4700,3425,EWS,EEE,Uttar Pradesh,3.33,1,109,Global Ahmedabad Polytechnic & Tech Campus,Tier 3,5,EEE,17868,3.2,5.46,1
4701,18400,SC,IT,Punjab,1.89,0,135,Pioneer Bhubaneswar University of Engineering,Tier 3,4,IT,60817,2.29,4.84,1
4702,2226,SC,AERO,Maharashtra,5.51,0,51,Pioneer Indore Polytechnic & Tech Campus,Tier 3,9,AERO,51768,1.88,6.82,1
4703,1382,SC,IT,Madhya Pradesh,2.29,0,108,Global Kochi University of Engineering,Tier 2,4,IT,11726,3.1,11.5,1
4704,46990,General,BIOTECH,Delhi,4.33,0,77,Zenith Jaipur College of Engineering,Tier 3,10,BIOTECH,12062,2.2,5.84,0
4705,24120,SC,ECE,Tamil Nadu,5.17,0,97,Pioneer Indore Institute of Technology,Tier 3,3,ECE,56689,1.85,4.78,1
4706,14517,General,ECE,West Bengal,2.33,1,57,Zenith Noida College of Engineering,Tier 3,3,ECE,14861,2.66,6.45,1
4707,1338,General,EEE,Kerala,5.28,1,9,IIIT Hyderabad,Tier 1,5,EEE,266,3.8,31.0,0
4708,3784,General,CSE,Uttar Pradesh,4.06,0,43,Horizon Noida Institute of Technology,Tier 3,1,CSE,16030,3.38,6.44,1
4709,15259,General,ECE,Tamil Nadu,5.78,0,8,BITS Pilani,Tier 1,3,ECE,322,5.5,22.0,0
4710,22009,ST,IT,Rajasthan,4.92,1,123,Pioneer Bhubaneswar Polytechnic & Tech Campus,Tier 3,4,IT,88112,1.74,8.04,1
4711,910,General,AI_DS,Odisha,5.7,1,97,Pioneer Indore Institute of Technology,Tier 3,2,AI_DS,13495,1.85,4.78,1
4712,12105,General,IT,Delhi,1.97,1,39,Apex Chennai Polytechnic & Tech Campus,Tier 2,4,IT,3355,4.22,8.14,0
4713,5622,SC,AI_DS,Uttar Pradesh,1.79,1,134,Vanguard Bhubaneswar College of Engineering,Tier 3,2,AI_DS,49250,1.73,6.31,1
4714,7641,SC,ME,Karnataka,1.26,0,128,National Bengaluru University of Engineering,Tier 3,6,ME,41482,3.01,7.82,1
4715,18586,SC,AI_DS,Tamil Nadu,3.55,1,61,Apex Chennai College of Engineering,Tier 3,2,AI_DS,52461,2.89,8.22,1
4716,15575,General,CHE,Assam,1.25,0,58,Pioneer Kochi Institute of Technology,Tier 2,8,CHE,2403,2.76,8.15,0
4717,22407,General,ECE,Delhi,1.26,0,117,Imperial Noida University of Engineering,Tier 3,3,ECE,14590,1.66,6.43,0
4718,6378,General,EEE,Madhya Pradesh,1.9,0,26,College of Engg Guindy,Tier 2,5,EEE,2612,0.35,12.0,0
4719,2464,SC,ME,Gujarat,4.25,0,29,SSN College of Engineering,Tier 2,6,ME,8231,1.8,10.5,1
4720,1085,General,BIOTECH,Uttarakhand,1.15,0,79,Horizon Ahmedabad Polytechnic & Tech Campus,Tier 3,10,BIOTECH,11409,3.22,8.3,1
